particle,row_type,theory,E,total,i4,i3,i2,i1,i0,i_minus_1,C,cts,di_over_2pi_percent,note
,mean,1995.035(31),1995.034,1003,,,,,,,,,,
,min,1995.004,1995.004,2107402,1.0,1.5,1.5,-1.0,-1.5,1.0,1.0,,,
,delta,,,1003,,,,,,,,10985,9.13063,∆ abs(i)
,max,1995.066,1995.065,2123562,1.0,1.5,2.0,2.0,-0.5,-1.5,1.0,,,
,mean,1995.035(31),1995.037,-3256,,,,,,,,,,
,min,1995.004,1995.008,2126819,1.0,2.0,-2.0,-2.5,-1.5,-0.5,-0.5,,,
,delta,,,3256,,,,,,,,21970,14.82021,∆ abs(i)
,max,1995.066,1995.056,2142860,1.0,2.0,-1.5,0.5,-1.5,-2.0,0.0,,,
,mean,1995.035(31),1995.037,750,,,,,,,,,,
,min,1995.004,1995.019,2142111,1.0,2.0,-1.5,0.0,-1.0,1.0,0.5,,,
,delta,,,750,,,,,,,,10985,6.82749,∆ abs(i)
,max,1995.066,1995.065,2158042,1.0,2.0,-1.0,3.0,-2.0,1.5,1.0,,,
,mean,1995.035(31),1995.035,317,,,,,,,,,,
,min,1995.004,1995.005,2157726,1.0,2.0,-1.0,2.5,2.0,2.5,0.5,,,
,delta,,,317,,,,,,,,10985,2.88575,∆ abs(i)
,max,1995.066,1995.064,2380731,1.5,-1.5,0.5,-2.0,1.5,1.5,0.5,,,
,mean,1995.035(31),1995.037,-275,,,,,,,,,,
,min,1995.004,1995.01,2381007,1.5,-1.5,0.5,-1.5,-3.0,3.0,1.0,,,
,delta,,,275,,,,,,,,10985,2.50341,∆ abs(i)
,max,1995.066,1995.058,2398164,1.5,-1.5,1.0,2.0,-1.0,3.0,-0.5,,,
,mean,1995.035(31),1995.031,190,,,,,,,,,,
,min,1995.004,1995.004,2397975,1.5,-1.5,1.0,2.0,-2.0,-3.0,0.0,,,
,delta,,,190,,,,,,,,10985,1.72963,∆ abs(i)
,max,1995.066,1995.065,2431977,1.5,-1.0,-2.0,2.5,-0.5,-2.5,1.0,,,
,mean,1995.035(31),1995.035,-621,,,,,,,,,,
,min,1995.004,1995.004,2432599,1.5,-1.0,-2.0,3.0,-2.5,1.5,-0.5,,,
,delta,,,621,,,,,,,,21970,2.82658,∆ abs(i)
,total,,,6431,,,,,,,,109850,5.85435,Σ ∆i
c,particle,,,,,,,,,,,,,
,max,2524.0,2449.0,2740913,1.5,0.5,-1.0,-3.0,-3.0,-3.0,-1.0,,,
,mean,2485(-39)(39),2447.0,-334,,,,,,,,,,
,min,2446.0,2446.0,2741248,1.5,0.5,-1.0,-3.0,-0.5,-2.0,-1.0,,,
,delta,,,334,,,,,,,,10985,3.04051,∆ abs(i)
,max,2524.0,2468.0,2751898,1.5,0.5,-0.5,-3.0,-3.0,-3.0,-1.0,,,
,mean,2485(-39)(39),2457.0,-4337,,,,,,,,,,
,min,2446.0,2446.0,2756236,1.5,0.5,-0.5,-0.5,-2.5,1.5,0.5,,,
,delta,,,4337,,,,,,,,10985,39.48111,∆ abs(i)
,max,2524.0,2487.0,2762883,1.5,0.5,0.0,-3.0,-3.0,-3.0,-1.0,,,
,mean,2485(-39)(39),2466.0,-10619,,,,,,,,,,
,min,2446.0,2446.0,2773503,1.5,0.5,0.0,3.0,0.5,-0.5,-1.0,,,
,delta,,,10619,,,,,,,,10985,96.66818,∆ abs(i)
,max,2524.0,2507.0,2773868,1.5,0.5,0.5,-3.0,-3.0,-3.0,-1.0,,,
,mean,2485(-39)(39),2482.0,-10983,,,,,,,,,,
,min,2446.0,2456.0,2784852,1.5,0.5,0.5,3.0,3.0,3.0,1.0,,,
,delta,,,10983,,,,,,,,10985,99.98179,∆ abs(i)
,max,2524.0,2523.0,2785218,1.5,0.5,1.0,-3.0,-0.5,1.0,-1.0,,,
,mean,2485(-39)(39),2500.0,-10618,,,,,,,,,,
,min,2446.0,2476.0,2795837,1.5,0.5,1.0,3.0,3.0,3.0,1.0,,,
,delta,,,10618,,,,,,,,10985,96.65908,∆ abs(i)
,max,2524.0,2523.0,2799911,1.5,0.5,1.5,-1.0,2.0,1.0,0.5,,,
,mean,2485(-39)(39),2510.0,-6910,,,,,,,,,,
,min,2446.0,2496.0,2806822,1.5,0.5,1.5,3.0,3.0,3.0,1.0,,,
,delta,,,6910,,,,,,,,10985,62.90396,∆ abs(i)
,max,2524.0,2523.0,2816081,1.5,0.5,2.0,2.0,3.0,-0.5,0.5,,,
,mean,2485(-39)(39),2502.0,-12710,,,,,,,,,,
,min,2446.0,2480.0,2828792,1.5,1.0,-2.0,3.0,3.0,3.0,1.0,,,
,delta,,,12710,,,,,,,,21970,57.85162,∆ abs(i)
,max,2524.0,2523.0,2834620,1.5,1.0,-1.5,0.0,2.5,1.0,0.0,,,
,mean,2485(-39)(39),2512.0,-5156,,,,,,,,,,
,min,2446.0,2500.0,2839777,1.5,1.0,-1.5,3.0,3.0,3.0,1.0,,,
,delta,,,5156,,,,,,,,10985,46.93673,∆ abs(i)
,max,2524.0,2523.0,2850716,1.5,1.0,-1.0,3.0,3.0,-1.5,0.5,,,
,mean,2485(-39)(39),2522.0,-45,,,,,,,,,,
,min,2446.0,2520.0,2850762,1.5,1.0,-1.0,3.0,3.0,3.0,1.0,,,
,delta,,,45,,,,,,,,10985,0.40965,∆ abs(i)
,max,2524.0,2523.0,3123607,2.0,-2.0,-2.0,2.0,2.5,0.5,1.0,,,
,mean,2485(-39)(39),2519.0,-1779,,,,,,,,,,
,min,2446.0,2515.0,3125387,2.0,-2.0,-2.0,3.0,3.0,3.0,1.0,,,
,delta,,,1779,,,,,,,,21970,8.09741,∆ abs(i)
,total,,,63491,,,,,,,,131820,48.16492,Σ ∆i
Tau,mean,3477.23(23),,,,,,,,,,,,only with i4 > 1
D$^0$,mean,3649.38(10),,,,,,,,,,,,only with i4 > 1
D$^+$,mean,3658.81(10),,,,,,,,,,,,only with i4 > 1
Deuteron,mean,3670.48296788(13),,,,,,,,,,,,only with i4 > 1
DS$^+$,mean,3851.94(13),,,,,,,,,,,,only with i4 > 1
Triton,mean,5496.92153573(27),,,,,,,,,,,,only with i4 > 1
