particle,row_type,theory,E,total,i4,i3,i2,i1,i0,i_minus_1,C,cts,di_over_2pi_percent,note
,mean,3649.38(10),3649.37,2063,,,,,,,,,,
,min,3649.28,3649.28,4012717,2.0,2.5,-2.5,-2.0,1.5,-1.0,0.5,,,
,delta,,,2063,,,,,,,,10985,18.78015,∆ abs(i)
,max,3649.48,3649.47,4029876,2.0,2.5,-2.0,2.0,-3.0,-1.0,0.0,,,
,mean,3649.38(10),3649.38,293,,,,,,,,,,
,min,3649.28,3649.28,4029584,2.0,2.5,-2.0,1.5,1.0,2.5,-1.0,,,
,delta,,,293,,,,,,,,10985,2.66727,∆ abs(i)
,max,3649.48,3649.47,4849061,2.5,-1.5,3.0,-1.0,0.0,-2.0,0.0,,,
,mean,3649.38(10),3649.37,205,,,,,,,,,,
,min,3649.28,3649.28,4848857,2.5,-1.5,3.0,-1.0,-1.5,-3.0,0.5,,,
,delta,,,205,,,,,,,,65910,0.31103,∆ abs(i)
,max,3649.48,3649.47,4911849,2.5,-1.0,-0.5,-3.0,2.0,-2.0,-1.0,,,
,mean,3649.38(10),3649.37,494,,,,,,,,,,
,min,3649.28,3649.28,4911356,2.5,-1.0,-0.5,-3.0,-2.0,0.5,0.0,,,
,delta,,,494,,,,,,,,10985,4.49704,∆ abs(i)
,max,3649.48,3649.46,4927387,2.5,-1.0,0.0,0.0,-2.0,-2.0,0.5,,,
,mean,3649.38(10),3649.37,476,,,,,,,,,,
,min,3649.28,3649.28,4926912,2.5,-1.0,0.0,-0.5,0.5,2.5,0.5,,,
,delta,,,476,,,,,,,,10985,4.33318,∆ abs(i)
,max,3649.48,3649.47,4944119,2.5,-1.0,0.5,3.0,3.0,1.0,-1.0,,,
,mean,3649.38(10),3649.38,1217,,,,,,,,,,
,min,3649.28,3649.28,4942903,2.5,-1.0,0.5,2.5,0.0,2.5,1.0,,,
,delta,,,1217,,,,,,,,10985,11.07874,∆ abs(i)
,max,3649.48,3649.47,5005982,2.5,-0.5,-3.0,1.0,-2.0,-1.0,0.5,,,
,mean,3649.38(10),3649.37,-207,,,,,,,,,,
,min,3649.28,3649.28,5006190,2.5,-0.5,-3.0,1.0,-0.5,0.5,-0.5,,,
,delta,,,207,,,,,,,,10985,1.88439,∆ abs(i)
,max,3649.48,3649.41,5020971,2.5,-0.5,-2.5,3.0,2.5,3.0,0.0,,,
,mean,3649.38(10),3649.35,84,,,,,,,,,,
,min,3649.28,3649.29,5020888,2.5,-0.5,-2.5,3.0,2.0,1.0,1.0,,,
,delta,,,84,,,,,,,,10985,0.76468,∆ abs(i)
,total,,,6364,,,,,,,,164775,3.86224,Σ ∆i
D$^+$,particle,,,,,,,,,,,,,
,max,3658.91,3658.9,3949204,2.0,2.0,1.0,-0.5,0.5,-1.5,-1.0,,,
,mean,3658.81(10),3658.81,854,,,,,,,,,,
,min,3658.71,3658.72,3948351,2.0,2.0,1.0,-1.0,0.5,-2.5,0.0,,,
,delta,,,854,,,,,,,,10985,7.77424,∆ abs(i)
,max,3658.91,3658.9,3964322,2.0,2.0,1.5,2.0,-0.5,2.0,0.5,,,
,mean,3658.81(10),3658.81,-46222,,,,,,,,,,
,min,3658.71,3658.71,4010545,2.0,2.5,-2.5,-3.0,-2.5,3.0,-0.5,,,
,delta,,,46222,,,,,,,,10985,420.77378,∆ abs(i)
,max,3658.91,3658.9,4026376,2.0,2.5,-2.0,-0.5,2.5,0.0,0.0,,,
,mean,3658.81(10),3658.81,116,,,,,,,,,,
,min,3658.71,3658.71,4026261,2.0,2.5,-2.0,-0.5,1.5,1.5,0.0,,,
,delta,,,116,,,,,,,,10985,1.05599,∆ abs(i)
,max,3658.91,3658.9,4042293,2.0,2.5,-1.5,2.5,1.5,-1.0,1.0,,,
,mean,3658.81(10),3658.8,-78,,,,,,,,,,
,min,3658.71,3658.71,4042372,2.0,2.5,-1.5,2.5,2.0,0.5,0.5,,,
,delta,,,78,,,,,,,,10985,0.71006,∆ abs(i)
,max,3658.91,3658.9,4846526,2.5,-1.5,3.0,-2.5,0.0,-2.0,0.0,,,
,mean,3658.81(10),3658.81,-862,,,,,,,,,,
,min,3658.71,3658.72,4847389,2.5,-1.5,3.0,-2.0,0.0,0.0,-1.0,,,
,delta,,,862,,,,,,,,65910,1.30784,∆ abs(i)
,max,3658.91,3658.9,4924812,2.5,-1.0,0.0,-1.5,-2.5,0.5,0.5,,,
,mean,3658.81(10),3658.81,-223,,,,,,,,,,
,min,3658.71,3658.71,4925036,2.5,-1.0,0.0,-1.5,-0.5,-3.0,0.0,,,
,delta,,,223,,,,,,,,10985,2.03004,∆ abs(i)
,max,3658.91,3658.9,4941584,2.5,-1.0,0.5,1.5,3.0,1.0,-1.0,,,
,mean,3658.81(10),3658.8,-454,,,,,,,,,,
,min,3658.71,3658.71,4942039,2.5,-1.0,0.5,2.0,0.0,1.0,-1.0,,,
,delta,,,454,,,,,,,,10985,4.13291,∆ abs(i)
,max,3658.91,3658.9,5002701,2.5,-0.5,-3.0,-1.0,-1.5,2.5,0.0,,,
,mean,3658.81(10),3658.81,-1463,,,,,,,,,,
,min,3658.71,3658.71,5004165,2.5,-0.5,-3.0,0.0,-3.0,-0.5,-0.5,,,
,delta,,,1463,,,,,,,,10985,13.31816,∆ abs(i)
,max,3658.91,3658.9,5019974,2.5,-0.5,-2.5,2.5,1.5,1.0,-1.0,,,
,mean,3658.81(10),3658.8,-361,,,,,,,,,,
,min,3658.71,3658.71,5020336,2.5,-0.5,-2.5,3.0,-2.0,-2.0,0.0,,,
,delta,,,361,,,,,,,,10985,3.2863,∆ abs(i)
,total,,,50633,,,,,,,,153790,32.92347,Σ ∆i
Deuteron,particle,,,,,,,,,,,,,
,max,3670.48396788,3670.48312529,4022891,2.0,2.5,-2.0,-2.5,1.5,2.5,0.0,,,
,mean,3670.48296788(13),3670.48312529,1,,,,,,,,,,
,min,3670.48196788,3670.48312529,4022891,2.0,2.5,-2.0,-2.5,1.5,2.5,0.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,max,3670.48396788,3670.48334421,4937292,2.5,-1.0,0.5,-1.0,2.5,0.5,0.5,,,
,mean,3670.48296788(13),3670.48334421,1,,,,,,,,,,
,min,3670.48196788,3670.48334421,4937292,2.5,-1.0,0.5,-1.0,2.5,0.5,0.5,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,max,3670.48396788,3670.48376218,4954337,2.5,-1.0,1.0,3.0,-3.0,2.0,0.5,,,
,mean,3670.48296788(13),3670.48366249,-45284,,,,,,,,,,
,min,3670.48196788,3670.48356281,4999622,2.5,-0.5,-3.0,-3.0,1.0,0.0,0.5,,,
,delta,,,45284,,,,,,,,10985,412.23487,∆ abs(i)
,total,,,45286,,,,,,,,32955,137.41769,Σ ∆i
DS$^+$,particle,,,,,,,,,,,,,
,max,3852.07,3852.06,4120867,2.0,2.5,2.5,-3.0,1.5,-2.0,0.5,,,
,mean,3851.94(13),3851.93,-1951,,,,,,,,,,
,min,3851.81,3851.81,4122819,2.0,2.5,2.5,-1.5,-3.0,-1.5,-1.0,,,
,delta,,,1951,,,,,,,,10985,17.76058,∆ abs(i)
,max,3852.07,3852.06,4138325,2.0,2.5,3.0,1.0,-1.0,2.0,-0.5,,,
,mean,3851.94(13),3851.94,-228,,,,,,,,,,
,min,3851.81,3851.81,4138554,2.0,2.5,3.0,1.0,1.0,-1.0,-1.0,,,
,delta,,,228,,,,,,,,65910,0.34593,∆ abs(i)
,max,3852.07,3852.06,4200036,2.0,3.0,-0.5,-1.5,-0.5,-2.0,0.0,,,
,mean,3851.94(13),3851.93,-658,,,,,,,,,,
,min,3851.81,3851.81,4200695,2.0,3.0,-0.5,-1.0,-2.0,-1.0,-0.5,,,
,delta,,,658,,,,,,,,10985,5.98999,∆ abs(i)
,max,3852.07,3852.06,4215681,2.0,3.0,0.0,1.0,2.5,2.5,0.0,,,
,mean,3851.94(13),3851.93,-494,,,,,,,,,,
,min,3851.81,3851.81,4216176,2.0,3.0,0.0,1.5,0.0,0.0,0.0,,,
,delta,,,494,,,,,,,,10985,4.49704,∆ abs(i)
,max,3852.07,3852.06,5097977,2.5,-0.5,1.5,-3.0,-3.0,1.0,0.5,,,
,mean,3851.94(13),3851.94,-34,,,,,,,,,,
,min,3851.81,3851.81,5098012,2.5,-0.5,1.5,-3.0,-2.5,-2.0,0.5,,,
,delta,,,34,,,,,,,,10985,0.30951,∆ abs(i)
,max,3852.07,3852.06,5114112,2.5,-0.5,2.0,0.0,-2.5,2.5,0.5,,,
,mean,3851.94(13),3851.93,376,,,,,,,,,,
,min,3851.81,3851.81,5113737,2.5,-0.5,2.0,-0.5,1.5,-2.5,0.5,,,
,delta,,,376,,,,,,,,10985,3.42285,∆ abs(i)
,max,3852.07,3852.06,5175403,2.5,0.0,-1.5,-3.0,1.0,2.0,1.0,,,
,mean,3851.94(13),3851.94,44654,,,,,,,,,,
,min,3851.81,3851.81,5130750,2.5,-0.5,2.5,3.0,2.0,2.5,-0.5,,,
,delta,,,44654,,,,,,,,10985,406.49977,∆ abs(i)
,max,3852.07,3852.06,5192555,2.5,0.0,-1.0,0.5,3.0,1.5,-0.5,,,
,mean,3851.94(13),3851.94,-300,,,,,,,,,,
,min,3851.81,3851.81,5192856,2.5,0.0,-1.0,1.0,-1.0,-1.0,0.0,,,
,delta,,,300,,,,,,,,65910,0.45517,∆ abs(i)
,max,3852.07,3852.0,5207763,2.5,0.0,-0.5,3.0,3.0,1.0,1.0,,,
,mean,3851.94(13),3851.92,-9,,,,,,,,,,
,min,3851.81,3851.84,5207773,2.5,0.0,-0.5,3.0,3.0,2.0,1.0,,,
,delta,,,9,,,,,,,,10985,0.08193,∆ abs(i)
,max,3852.07,3852.05,6154195,3.0,-3.0,-2.5,-2.0,-3.0,-2.0,-0.5,,,
,mean,3851.94(13),3851.93,1580,,,,,,,,,,
,min,3851.81,3851.81,6152616,3.0,-3.0,-2.5,-3.0,-2.5,2.5,0.0,,,
,delta,,,1580,,,,,,,,10985,14.38325,∆ abs(i)
,max,3852.07,3852.06,6169920,3.0,-3.0,-2.0,0.5,1.0,-2.5,-0.5,,,
,mean,3851.94(13),3851.94,726,,,,,,,,,,
,min,3851.81,3851.81,6169195,3.0,-3.0,-2.0,0.0,1.5,3.0,-0.5,,,
,delta,,,726,,,,,,,,10985,6.60901,∆ abs(i)
,max,3852.07,3852.06,6185415,3.0,-3.0,-1.5,3.0,3.0,0.0,-0.5,,,
,mean,3851.94(13),3851.93,80,,,,,,,,,,
,min,3851.81,3851.81,6185336,3.0,-3.0,-1.5,3.0,2.5,-1.5,0.0,,,
,delta,,,80,,,,,,,,10985,0.72827,∆ abs(i)
,total,,,51090,,,,,,,,241670,21.1404,Σ ∆i
Triton,particle,,,,,,,,,,,,,
,max,5496.92253573,5496.92074909,7954412,3.0,3.0,1.5,-3.0,-0.5,2.0,0.5,,,
,mean,5496.92153573(27),5496.92074909,1,,,,,,,,,,
,min,5496.92053573,5496.92074909,7954412,3.0,3.0,1.5,-3.0,-0.5,2.0,0.5,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,max,5496.92253573,5496.92196601,7969983,3.0,3.0,2.0,-0.5,2.5,-1.0,1.0,,,
,mean,5496.92153573(27),5496.92196601,1,,,,,,,,,,
,min,5496.92053573,5496.92196601,7969983,3.0,3.0,2.0,-0.5,2.5,-1.0,1.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,max,5496.92253573,5496.92225564,7986747,3.0,3.0,2.5,3.0,1.5,-1.5,0.5,,,
,mean,5496.92153573(27),5496.92225564,1,,,,,,,,,,
,min,5496.92053573,5496.92225564,7986747,3.0,3.0,2.5,3.0,1.5,-1.5,0.5,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,3,,,,,,,,32955,0.0091,Σ ∆i
